x,E,N,z
13.62183226,255084.3112,4208580.54,3765.568115
13.6513807,255084.3386,4208580.551,3765.560547
13.68092915,255084.366,4208580.562,3765.552734
13.71047759,255084.3933,4208580.573,3765.543945
13.74002603,255084.4207,4208580.584,3765.536133
13.76957448,255084.4481,4208580.595,3765.529785
13.79912292,255084.4755,4208580.606,3765.521729
13.82867136,255084.5028,4208580.617,3765.516113
13.85821981,255084.5302,4208580.628,3765.508789
13.88776825,255084.5576,4208580.64,3765.503662
13.91731669,255084.585,4208580.651,3765.498047
13.94686514,255084.6123,4208580.662,3765.489502
13.97641358,255084.6397,4208580.673,3765.483154
14.00596202,255084.6671,4208580.684,3765.472412
14.03551046,255084.6945,4208580.695,3765.466064
14.06505891,255084.7218,4208580.706,3765.45459
14.09460735,255084.7492,4208580.717,3765.448242
14.12415579,255084.7766,4208580.729,3765.441895
14.15370424,255084.804,4208580.74,3765.430664
14.18325268,255084.8313,4208580.751,3765.425537
14.21280112,255084.8587,4208580.762,3765.415039
14.24234957,255084.8861,4208580.773,3765.409912
14.27189801,255084.9135,4208580.784,3765.404785
14.30144645,255084.9408,4208580.795,3765.395264
14.3309949,255084.9682,4208580.806,3765.391113
14.36054334,255084.9956,4208580.818,3765.382813
14.39009178,255085.023,4208580.829,3765.378906
14.41964022,255085.0504,4208580.84,3765.374756
14.44918867,255085.0777,4208580.851,3765.367676
14.47873711,255085.1051,4208580.862,3765.364014
14.50828555,255085.1325,4208580.873,3765.356934
14.537834,255085.1599,4208580.884,3765.352783
14.56738244,255085.1872,4208580.895,3765.348633
14.59693088,255085.2146,4208580.907,3765.34082
14.62647933,255085.242,4208580.918,3765.336914
14.65602777,255085.2694,4208580.929,3765.329346
14.68557621,255085.2967,4208580.94,3765.325928
14.71496601,255085.3242,4208580.95,3765.322266
14.74435581,255085.3516,4208580.961,3765.315674
14.7737456,255085.379,4208580.972,3765.312256
14.8031354,255085.4065,4208580.982,3765.305908
14.8325252,255085.4339,4208580.993,3765.302734
14.86191499,255085.4613,4208581.003,3765.299805
14.89130479,255085.4887,4208581.014,3765.294678
14.92069459,255085.5162,4208581.024,3765.29248
14.95008438,255085.5436,4208581.035,3765.288574
14.97947418,255085.571,4208581.045,3765.286621
15.00886398,255085.5985,4208581.056,3765.284912
15.03825377,255085.6259,4208581.066,3765.28125
15.06764357,255085.6533,4208581.077,3765.280029
15.09703337,255085.6808,4208581.088,3765.278809
15.12642317,255085.7082,4208581.098,3765.275146
15.15581296,255085.7356,4208581.109,3765.274414
15.18520276,255085.7631,4208581.119,3765.270264
15.21459256,255085.7905,4208581.13,3765.269531
15.24398235,255085.8179,4208581.14,3765.269043
15.27337215,255085.8453,4208581.151,3765.264648
15.30276195,255085.8728,4208581.161,3765.264648
15.33215174,255085.9002,4208581.172,3765.259766
15.36154154,255085.9276,4208581.183,3765.259277
15.39093134,255085.9551,4208581.193,3765.259277
15.42032113,255085.9825,4208581.204,3765.25415
15.44971093,255086.0099,4208581.214,3765.253906
15.47910073,255086.0374,4208581.225,3765.253906
15.50849052,255086.0648,4208581.235,3765.248291
15.53788032,255086.0922,4208581.246,3765.248047
15.56727012,255086.1197,4208581.256,3765.242432
15.59665991,255086.1471,4208581.267,3765.242188
15.62604971,255086.1745,4208581.278,3765.242188
15.65543951,255086.202,4208581.288,3765.236328
15.68482931,255086.2294,4208581.299,3765.235596
15.7142191,255086.2568,4208581.309,3765.229248
15.7436089,255086.2842,4208581.32,3765.228516
15.7729987,255086.3117,4208581.33,3765.227783
15.80238849,255086.3391,4208581.341,3765.220459
15.83177829,255086.3665,4208581.351,3765.219727
15.86116809,255086.394,4208581.362,3765.219238
15.89055788,255086.4214,4208581.372,3765.211914
15.91994768,255086.4488,4208581.383,3765.211426
15.94933748,255086.4763,4208581.394,3765.203857
15.97872727,255086.5037,4208581.404,3765.203369
16.00811707,255086.5311,4208581.415,3765.203125
16.03750687,255086.5586,4208581.425,3765.196045
16.06689666,255086.586,4208581.436,3765.195313
16.09628646,255086.6134,4208581.446,3765.188721
16.12567626,255086.6408,4208581.457,3765.188232
16.15506606,255086.6683,4208581.467,3765.187256
16.18445585,255086.6957,4208581.478,3765.180908
16.21384565,255086.7231,4208581.489,3765.180176
16.24323545,255086.7506,4208581.499,3765.179443
16.27262524,255086.778,4208581.51,3765.172852
16.30201504,255086.8054,4208581.52,3765.171875
16.33140484,255086.8329,4208581.531,3765.166016
16.36079463,255086.8603,4208581.541,3765.165283
16.39018443,255086.8877,4208581.552,3765.164307
16.41957423,255086.9152,4208581.562,3765.159424
16.44896402,255086.9426,4208581.573,3765.15918
16.47835382,255086.97,4208581.583,3765.154541
16.50774362,255086.9974,4208581.594,3765.154541
